OverallQual,CentralAir_Y,Exterior2nd_VinylSd,BsmtExposure_No,FullBath,Fireplaces,RoofStyle_Gable,FireplaceQu_Ex,MSZoning_RL,1stFlrSF,GarageFinish_0,Baths,FireplaceQu_Gd,Foundation_CBlock,BsmtQual_Gd,YearBuilt,RoofStyle_Hip,GarageCond_TA,KitchenQual_Ex,TotRmsAbvGrd,Neighborhood_NridgHt,HeatingQC_Ex,has_OpenPorchSF,MSSubClass_30,YearRemodAdd,GarageArea,LotShape_IR1,LotShape_Reg,Foundation_PConc,TotalBsmtSF,BsmtExposure_Gd,HouseStyle_2Story,GarageType_0,Electrical_SBrkr,GarageQual_TA,has_WoodDeckSF,GarageType_Attchd,GarageType_BuiltIn,GarageYrBlt,ExterQual_Ex,BsmtFinSF1,MasVnrArea,MSZoning_RM,BsmtQual_Ex,SaleType_WD,GarageType_Detchd,GarageQual_0,Neighborhood_StoneBr,open_outside_areas,GarageCars,HeatingQC_TA,ExterQual_TA,PavedDrive_Y,PavedDrive_N,roominess,HalfBath,SaleCondition_Partial,ExterQual_Gd,GarageCond_0,BsmtFullBath,OpenPorchSF,BsmtFinType1_GLQ,MasVnrType_Stone,Foundation_BrkTil,MasVnrType_None,Exterior1st_VinylSd,BsmtQual_TA,WoodDeckSF,has_MasVnrArea,GarageFinish_Fin,KitchenQual_Gd,GrLivArea,MSSubClass_60,SaleType_New,CentralAir_N,LotFrontage,2ndFlrSF,BsmtUnfSF,KitchenQual_TA,Neighborhood_NoRidge,GarageFinish_Unf,LotArea,FireplaceQu_0,SalePrice
7,1,0,1,2,0,1,0,1,764,0,2.5,0,0,1,2003,0,1,0,6,1,1,1,0,2003,474,0,1,1,764,0,1,0,1,1,0,0,1,2003.0,0,0,106.0,0,0,1,0,0,0,1,2,0,0,1,0,271.0,1,0,1,0,0,27,0,1,0,0,1,0,0,1,0,1,1626,0,0,0,36.0,862,764,0,0,0,2628,1,175500
7,1,1,1,2,1,1,0,1,847,0,2.5,1,0,1,2004,0,1,0,8,0,1,1,0,2005,434,0,0,1,847,0,1,0,1,1,1,0,1,2004.0,0,0,0.0,0,0,1,0,0,0,1,2,0,0,1,0,243.5,1,0,1,0,0,48,0,0,0,1,1,0,100,0,1,1,1948,1,0,0,41.0,1101,847,0,0,0,12393,0,195000
6,1,1,1,1,0,1,0,1,1141,0,1.5,0,0,1,2005,0,1,0,6,0,1,0,0,2005,484,0,1,1,1141,0,0,0,1,1,0,0,0,2005.0,0,0,0.0,0,0,1,1,0,0,0,2,0,0,1,0,190.16666666666666,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1141,0,0,0,63.0,0,1141,1,0,1,13072,1,142500
8,1,1,0,2,1,0,0,1,1484,0,2.0,1,0,1,2006,1,1,1,6,0,1,1,0,2006,472,1,0,1,1476,0,0,0,1,1,1,1,0,2006.0,0,428,32.0,0,0,1,0,0,0,1,2,0,0,1,0,247.33333333333334,0,0,1,0,0,33,1,0,0,0,1,0,120,1,0,0,1484,0,0,0,64.0,0,1048,0,0,0,9037,0,265900
7,1,1,1,2,0,1,0,1,884,0,3.5,0,0,1,2003,0,1,0,8,0,1,1,0,2003,543,0,1,1,884,0,1,0,1,1,0,1,0,2003.0,0,550,252.0,0,0,1,0,0,0,1,2,0,0,1,0,221.0,1,0,1,0,1,63,1,0,0,0,1,0,0,1,0,1,1768,1,0,0,65.0,884,334,0,0,0,8158,1,224900
7,1,1,0,2,0,0,0,1,1689,0,2.0,0,0,1,2007,1,1,0,7,0,1,1,0,2007,954,0,1,1,1689,0,0,0,1,1,0,1,0,2007.0,0,0,0.0,0,0,0,0,0,0,1,3,0,0,1,0,241.28571428571428,0,1,1,0,0,56,0,1,0,0,1,0,0,0,0,1,1689,0,1,0,83.0,0,1689,0,0,0,9849,1,248328
7,1,0,0,2,2,1,0,1,1173,0,3.0,0,1,1,1974,0,1,0,6,0,0,1,0,1974,528,0,1,0,1053,1,0,0,1,1,0,1,0,1974.0,0,885,81.0,0,0,1,0,0,0,1,2,1,1,1,0,195.5,0,0,0,0,1,120,1,0,0,0,0,0,0,1,0,1,1173,0,0,0,85.0,0,0,0,0,0,10625,0,170000
10,1,1,0,2,1,1,0,1,2076,0,3.5,1,0,0,2006,0,1,1,7,1,1,1,0,2006,850,0,1,1,2076,1,0,0,1,1,1,1,0,2006.0,1,1386,103.68526170798899,0,1,0,0,0,0,1,3,0,0,1,0,296.57142857142856,1,1,0,0,1,229,1,0,0,0,1,0,216,0,1,0,2076,0,1,0,107.0,0,690,0,0,0,13891,0,465000
8,1,0,1,1,2,1,0,1,792,0,1.0,1,0,1,1929,0,1,0,7,0,0,0,0,1950,400,1,0,1,792,0,1,0,1,1,0,0,0,1931.0,0,0,0.0,0,0,1,1,0,0,0,2,0,1,1,0,216.71428571428572,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1517,0,0,0,70.04995836802665,725,792,0,0,1,11435,0,230000
6,1,1,1,3,1,0,0,1,1140,0,3.5,0,1,1,1984,1,1,0,7,0,1,1,0,2003,477,0,1,0,585,0,0,0,1,1,1,0,1,1984.0,0,0,74.0,0,0,1,0,0,0,1,2,0,1,1,0,266.85714285714283,1,0,0,0,0,112,0,0,0,0,1,0,268,1,1,0,1868,0,0,0,78.0,728,585,1,0,0,12090,0,178000
7,1,1,1,2,0,1,0,0,756,0,2.5,0,0,1,2005,0,1,0,6,0,1,1,0,2006,615,0,1,1,756,0,1,0,1,1,0,1,0,2005.0,0,0,0.0,0,0,0,0,0,0,1,2,0,0,1,0,258.8333333333333,1,1,1,0,0,45,0,0,0,1,1,0,0,0,0,1,1553,1,1,0,65.0,797,756,0,0,0,8125,1,186500
6,1,0,0,1,0,1,0,1,1034,0,2.0,0,1,0,1976,0,1,0,6,0,0,0,0,1976,888,1,0,0,1012,0,0,0,1,1,0,1,0,1976.0,0,539,335.0,0,0,1,0,0,0,0,3,1,1,1,0,172.33333333333334,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1034,0,0,0,70.04995836802665,0,473,1,0,1,12328,1,169900
6,0,0,1,1,1,1,0,0,1134,0,1.5,1,0,1,1917,0,0,0,8,0,0,0,0,1950,396,0,1,0,735,0,0,0,1,0,0,0,0,1950.0,0,319,0.0,1,0,1,1,0,0,0,2,0,1,0,0,257.25,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2058,0,0,1,60.0,924,416,1,0,1,9600,0,129500
5,1,0,1,1,0,1,0,1,988,0,1.0,0,1,0,1950,0,1,0,6,0,0,1,0,1950,276,0,1,0,876,0,0,0,1,1,0,1,0,1950.0,0,534,0.0,0,0,1,0,0,0,1,1,1,1,1,0,164.66666666666666,0,0,0,0,0,80,0,0,0,1,0,1,0,0,0,0,988,0,0,0,60.0,0,246,1,0,1,7200,1,119000
7,1,0,1,2,2,0,0,1,2110,0,3.5,0,1,0,1968,1,1,1,8,0,1,0,0,1968,522,0,1,0,2110,0,0,0,1,1,0,1,0,1968.0,0,1065,0.0,0,0,1,0,0,0,0,2,0,0,1,0,263.75,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,2110,0,0,0,93.0,0,1045,0,0,0,11160,0,244000
7,1,0,1,2,1,1,0,1,1405,0,2.0,1,0,1,2003,0,1,0,6,1,1,1,0,2003,478,1,0,1,1405,0,0,0,1,1,1,1,0,2003.0,0,0,163.0,0,0,1,0,0,0,1,2,0,0,1,0,234.16666666666666,0,0,1,0,0,36,0,1,0,0,1,0,148,1,0,1,1405,0,0,0,70.04995836802665,0,1405,0,0,0,3136,0,171750
5,1,0,1,1,0,1,0,1,874,0,2.0,0,1,0,1968,0,1,0,5,0,0,0,0,1968,288,0,1,0,864,0,0,0,1,1,1,1,0,1968.0,0,510,0.0,0,0,1,0,0,0,1,1,1,1,1,0,174.8,0,0,0,0,1,0,0,0,0,1,0,1,33,0,0,0,874,0,0,0,62.0,0,354,1,0,0,9858,1,130000
7,1,0,0,2,2,1,0,1,1516,0,3.5,1,1,0,1974,0,1,0,9,0,0,1,0,2003,518,1,0,0,1192,1,1,0,1,1,1,1,0,1974.0,0,125,0.0,0,0,1,0,0,0,1,2,1,0,1,0,240.77777777777777,1,0,1,0,1,47,0,0,0,1,0,1,220,0,0,1,2167,1,0,0,70.04995836802665,651,36,0,0,0,17542,0,294000
7,1,1,1,2,1,1,0,1,760,0,2.5,1,0,1,2003,0,1,0,7,0,1,1,0,2004,397,0,1,1,746,0,1,0,1,1,1,0,1,2003.0,0,0,92.0,0,0,1,0,0,0,1,2,0,0,1,0,236.57142857142858,1,0,1,0,0,128,0,1,0,0,1,0,178,1,1,1,1656,1,0,0,60.0,896,746,0,0,0,6931,0,165400
6,1,0,1,1,1,1,0,0,959,0,1.0,1,0,0,1931,0,1,0,6,0,0,0,0,1950,560,0,1,0,884,0,0,0,0,1,0,0,0,1978.0,0,425,0.0,1,0,1,1,0,0,0,1,1,1,1,0,227.83333333333334,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1367,0,0,0,52.0,408,459,1,0,1,6240,0,127500
8,1,0,0,2,1,0,0,1,1987,0,3.0,0,0,1,1994,1,1,0,7,0,1,1,0,1994,691,1,0,1,1986,1,0,0,1,1,1,1,0,1994.0,0,1314,554.0,0,0,1,0,0,0,1,2,0,0,1,0,283.85714285714283,0,0,1,0,1,36,1,0,0,0,0,0,262,1,1,1,1987,0,0,0,91.0,0,672,0,1,0,14303,0,301500
5,1,0,1,1,0,1,0,1,864,1,1.0,0,0,0,1922,0,0,0,4,0,1,1,1,1950,0,0,1,1,864,0,0,1,1,0,0,0,0,1978.5061638868744,0,0,0.0,0,0,1,0,1,0,1,0,0,1,1,0,216.0,0,0,0,1,0,96,0,0,0,1,0,0,0,0,0,0,864,0,0,0,56.0,0,864,1,0,0,4060,1,99900
7,1,1,0,2,0,1,0,1,1166,0,3.0,0,0,1,2005,0,1,0,5,0,1,0,0,2005,400,1,0,1,856,1,0,0,1,1,1,1,0,2005.0,0,655,182.0,0,0,1,0,0,0,1,2,0,0,1,0,233.2,0,0,1,0,1,0,1,1,0,0,1,0,212,1,1,1,1166,0,0,0,59.0,0,201,0,0,0,9587,1,190000
6,1,0,1,1,0,1,0,1,1054,0,2.5,0,1,1,1969,0,1,0,6,0,0,0,0,1969,460,0,1,0,1054,0,0,0,1,1,1,1,0,1969.0,0,602,0.0,0,0,1,0,0,0,1,2,0,1,1,0,175.66666666666666,1,0,0,0,1,0,0,0,0,1,0,0,180,0,0,0,1054,0,0,0,65.0,0,14,1,0,1,9750,1,151000
6,1,1,1,2,1,1,0,1,892,0,2.5,0,0,1,1999,0,1,0,7,0,1,1,0,1999,502,0,0,1,841,0,1,0,1,1,0,0,1,1999.0,0,0,0.0,0,0,1,0,0,0,1,2,0,1,1,0,239.28571428571428,1,0,0,0,0,103,0,0,0,1,1,0,0,0,1,0,1675,1,0,0,70.04995836802665,783,841,1,0,0,24682,0,181000
5,1,0,1,1,0,0,0,1,1050,0,1.0,0,1,0,1956,1,1,0,5,0,0,0,0,1956,338,0,1,0,1050,0,0,0,1,1,0,1,0,1956.0,0,504,0.0,0,0,1,0,0,0,0,1,0,1,1,0,210.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1050,0,0,0,80.0,0,546,1,0,1,9600,1,128900
4,1,0,0,1,2,1,0,1,1104,0,2.0,0,1,0,1957,0,1,0,8,0,1,0,0,1989,304,0,1,0,1104,0,0,0,0,1,1,1,0,1957.0,0,0,0.0,0,0,1,0,0,0,1,1,0,1,1,0,223.5,0,0,0,0,1,0,0,0,0,1,0,1,120,0,0,0,1788,0,0,0,70.04995836802665,684,1104,1,0,1,11250,0,161500
6,1,0,1,1,1,0,0,1,1060,0,1.0,1,0,0,1919,0,1,0,8,0,1,0,0,1950,520,0,1,1,764,0,1,0,0,1,0,0,0,1940.0,0,0,0.0,0,0,1,1,0,0,0,2,0,1,0,1,228.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1824,0,0,0,60.0,764,764,1,0,1,13515,0,180500
6,1,0,1,2,0,1,0,0,1337,0,3.0,0,0,1,1998,0,1,0,5,0,1,1,0,1999,511,0,1,1,1405,0,0,0,1,1,1,1,0,1998.0,0,266,0.0,0,0,0,0,0,0,1,2,0,0,1,0,267.4,0,0,1,0,1,68,1,0,0,1,0,0,144,0,1,1,1337,0,0,0,34.0,0,1139,0,0,0,4060,1,181000
7,1,0,1,2,0,0,0,0,713,0,3.5,0,0,1,1999,1,1,0,6,0,1,1,0,1999,506,0,1,1,691,0,1,0,1,1,0,0,0,1999.0,0,450,218.0,0,0,1,1,0,0,1,2,0,0,1,0,242.0,1,0,1,0,1,34,1,0,0,0,0,0,0,1,0,1,1452,0,0,0,35.0,739,241,0,0,1,3735,1,183900
7,0,0,1,1,1,0,0,0,964,0,1.5,1,1,0,1910,1,1,0,9,0,0,0,0,1950,308,1,0,0,925,0,0,0,0,1,0,0,0,1960.0,0,0,0.0,1,0,1,1,0,0,0,1,1,0,0,1,209.88888888888889,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1889,0,0,1,60.0,925,925,1,0,1,10120,0,122000
9,1,0,0,2,1,0,0,1,2018,0,2.0,1,0,0,2008,1,1,1,10,0,1,1,0,2009,746,1,0,1,2002,1,0,0,1,1,1,1,0,2009.0,1,0,0.0,0,1,1,0,0,0,1,3,0,0,1,0,201.8,0,0,0,0,0,76,0,0,0,1,0,0,144,0,1,0,2018,0,0,0,89.0,0,2002,0,0,0,13214,0,378500
8,1,0,0,3,2,1,0,1,1968,0,3.5,1,1,0,1935,0,1,0,11,0,1,1,0,1997,1014,1,0,0,728,0,0,0,1,1,1,0,1,1982.0,0,192,632.0,0,0,1,0,0,0,1,3,0,1,1,0,313.3636363636364,1,0,0,0,0,12,0,0,0,0,0,1,314,1,0,1,3447,0,0,0,70.04995836802665,1479,536,0,0,1,14100,0,381000
5,1,0,1,1,0,1,0,1,874,0,1.5,0,1,0,1958,0,1,0,7,0,0,0,0,1958,315,0,1,0,874,0,0,0,0,1,0,1,0,1958.0,0,460,180.0,0,0,1,0,0,0,0,1,1,1,1,0,217.71428571428572,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1524,0,0,0,78.0,650,414,1,0,1,11344,1,144000
7,1,0,0,0,1,0,0,1,1332,0,2.5,0,0,1,1979,0,1,0,4,0,0,0,0,1979,586,0,1,1,1332,1,0,0,1,1,1,1,0,1979.0,0,1258,0.0,0,0,1,0,0,0,1,2,1,0,1,0,381.0,1,0,1,0,2,0,1,0,0,1,0,0,268,0,1,1,1524,0,0,0,70.04995836802665,192,74,0,0,0,23595,0,260000
6,1,0,1,2,1,0,0,1,1489,0,2.0,1,1,0,1968,1,1,0,7,0,0,0,0,1968,462,1,0,0,1489,0,0,0,1,1,0,1,0,1968.0,0,0,0.0,0,0,1,0,0,0,0,2,0,1,1,0,212.71428571428572,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1489,0,0,0,70.04995836802665,0,1489,0,0,0,9156,0,185750
5,1,0,1,1,0,0,0,1,935,0,2.0,0,1,0,1965,1,1,0,5,0,0,0,0,1965,288,1,0,0,935,0,0,0,1,1,1,1,0,1965.0,0,560,114.0,0,0,1,0,0,0,1,1,1,1,1,0,187.0,0,0,0,0,1,0,0,0,0,0,0,1,180,1,0,0,935,0,0,0,70.04995836802665,0,0,1,0,1,13526,1,137000
6,1,0,0,1,1,1,0,1,1357,0,2.0,1,1,0,1959,0,1,1,5,0,0,0,0,2006,312,1,0,0,1019,0,0,0,1,1,0,0,0,1959.0,0,719,84.0,0,0,1,0,0,0,0,1,0,1,1,0,271.4,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1357,0,0,0,124.0,0,300,0,0,0,11512,0,177000
5,1,0,1,2,1,1,0,1,661,0,2.0,1,0,0,1910,0,1,0,8,0,1,0,0,2003,552,0,1,1,661,0,0,0,1,1,1,0,0,1985.0,0,0,0.0,0,0,1,1,0,0,1,2,0,1,1,0,156.25,0,0,0,0,0,0,0,0,0,1,0,1,242,0,0,0,1250,0,0,0,53.0,589,661,1,0,1,5362,0,139000
5,1,0,1,2,0,1,0,1,928,0,2.0,0,1,0,1948,0,0,0,10,0,0,0,0,1950,400,0,1,0,928,0,1,0,0,1,0,0,0,1948.0,0,220,567.0,0,0,1,1,0,0,0,2,0,1,1,0,192.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1920,0,0,0,95.0,992,708,1,0,1,11345,1,137000
6,1,0,1,1,1,1,0,1,735,0,2.0,0,1,0,1972,0,1,0,6,0,0,1,0,1972,497,1,0,0,723,0,1,0,1,1,1,1,0,1972.0,0,593,0.0,0,0,1,0,0,0,1,2,1,1,1,0,232.5,1,0,0,0,0,116,0,0,0,1,0,1,294,0,0,0,1395,1,0,0,70.04995836802665,660,130,1,0,1,12936,0,162000
6,1,0,0,1,1,1,0,1,1724,0,2.5,1,1,1,1967,0,1,0,7,0,0,0,0,1976,480,1,0,0,1680,0,0,0,1,1,0,1,0,1967.0,0,528,359.0,0,0,1,0,0,0,0,2,0,1,1,0,246.28571428571428,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1724,0,0,0,70.04995836802665,0,1152,1,0,0,17871,0,197900
8,1,1,1,2,1,1,0,1,1128,0,3.5,1,0,1,2002,0,1,0,7,0,1,1,0,2002,577,0,1,1,1128,0,1,0,1,1,0,1,0,2002.0,0,804,103.68526170798899,0,0,1,0,0,0,1,2,0,0,1,0,290.14285714285717,1,0,1,0,1,211,1,0,0,0,1,0,0,0,0,1,2031,1,0,0,75.0,903,324,0,0,0,9473,0,237000
4,1,0,1,1,0,1,0,0,698,0,1.0,0,1,0,1920,0,1,0,6,0,0,0,0,1950,528,0,1,0,698,0,0,0,0,1,1,0,0,1980.0,0,0,0.0,0,0,0,1,0,0,1,2,1,1,1,0,188.0,0,0,0,0,0,0,0,0,0,1,0,1,30,0,0,0,1128,0,0,0,60.0,430,698,1,0,0,7500,1,68400
7,1,1,1,2,0,1,0,1,1573,0,3.0,0,0,1,2002,0,1,0,6,0,1,1,0,2002,544,1,0,1,1573,0,0,0,1,1,0,1,0,2002.0,0,788,110.0,0,0,1,0,0,0,1,2,0,0,1,0,262.1666666666667,0,0,1,0,1,72,1,0,0,0,1,0,0,1,0,1,1573,0,0,0,67.0,0,785,0,0,0,9808,1,227000
7,1,0,1,2,1,0,0,1,1339,0,3.0,0,1,1,1990,1,0,0,6,0,0,1,0,1990,484,1,0,0,1309,0,0,0,1,0,0,1,0,1990.0,0,1053,54.0,0,0,1,0,0,0,1,2,1,1,1,0,223.16666666666666,0,0,0,0,1,58,0,0,0,0,0,0,0,1,1,0,1339,0,0,0,50.0,0,256,1,0,0,8049,0,180000
5,1,0,0,2,0,1,0,1,1040,0,2.0,0,1,1,1977,0,1,0,5,0,0,0,0,2008,484,1,0,0,1040,0,0,0,1,1,0,0,0,1977.0,0,532,0.0,0,0,1,1,0,0,0,2,1,1,1,0,208.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1040,0,0,0,61.0,0,364,0,0,1,8800,1,150500
6,1,0,0,2,0,0,0,1,912,1,3.0,0,1,0,1971,0,0,0,8,0,0,0,0,1971,0,0,1,0,912,0,1,1,1,0,1,0,0,1978.5061638868744,0,0,0.0,0,0,1,0,1,0,1,0,1,1,1,0,228.0,2,0,0,1,0,0,0,0,0,1,0,1,128,0,0,0,1824,0,0,0,94.0,912,912,1,0,0,9400,1,139000
6,1,0,1,2,1,1,0,1,1699,0,2.0,1,0,0,1919,0,1,0,10,0,1,0,0,1990,336,0,1,1,804,0,0,0,1,1,1,0,0,1969.0,0,0,0.0,0,0,1,1,0,0,1,1,0,1,1,0,244.7,0,0,0,0,0,0,0,0,0,1,0,1,272,0,0,1,2447,0,0,0,50.0,748,804,0,0,1,9638,0,169000
6,1,0,1,1,1,1,0,0,825,0,1.0,1,1,0,1939,0,1,0,6,0,1,0,0,1950,280,0,1,0,780,0,0,0,0,1,1,0,0,1939.0,0,0,0.0,1,0,1,1,0,0,1,1,0,1,1,0,235.33333333333334,0,0,0,0,0,0,0,0,0,1,0,1,45,0,0,0,1412,0,0,0,50.0,587,780,1,0,1,6000,0,132500
6,1,0,1,1,2,0,0,1,1328,0,2.5,1,1,0,1963,1,1,0,6,0,0,1,0,1963,528,0,1,0,1328,0,0,0,1,1,0,1,0,1963.0,0,569,451.0,0,0,1,0,0,0,1,2,1,1,1,0,221.33333333333334,1,0,0,0,1,26,0,0,0,0,0,1,0,1,0,0,1328,0,0,0,70.04995836802665,0,678,1,0,1,9790,0,143000
5,1,0,0,2,0,1,0,1,1582,0,2.5,0,1,0,1964,0,1,0,7,0,0,1,0,1964,390,1,0,0,1624,0,0,0,1,1,1,1,0,1964.0,0,812,621.0,0,0,1,0,0,0,1,2,0,1,0,1,226.0,0,0,0,0,0,198,0,0,0,0,0,1,168,1,0,0,1582,0,0,0,70.04995836802665,0,812,1,0,1,36500,1,190000
8,1,0,1,2,1,1,1,1,1659,0,3.0,0,0,1,2000,0,1,1,5,0,1,1,0,2000,499,1,0,1,1501,0,0,0,1,1,1,1,0,2000.0,0,1158,0.0,0,0,1,0,0,1,1,2,0,0,1,0,331.8,0,0,1,0,1,59,1,0,0,1,0,0,212,0,1,0,1659,0,0,0,40.0,0,343,0,0,0,5664,0,278000
8,1,1,0,2,1,1,0,1,1120,0,2.5,1,0,1,2006,0,1,1,8,1,1,1,0,2006,753,1,0,1,1085,0,1,0,1,1,1,0,1,2006.0,0,0,788.0,0,0,0,0,0,0,1,3,0,0,1,0,246.25,1,1,1,0,0,74,0,1,0,0,1,0,177,1,1,0,1970,1,1,0,86.0,850,1085,0,0,0,11065,0,281000
5,1,0,0,1,1,0,0,1,1152,0,2.0,1,0,0,1964,1,1,0,6,0,0,0,0,1964,484,1,0,1,1152,0,0,0,1,1,1,1,0,1964.0,0,1014,86.0,0,0,1,0,0,0,1,2,1,1,1,0,192.0,0,0,0,0,1,0,1,0,0,0,0,1,227,1,0,0,1152,0,0,0,70.04995836802665,0,138,1,0,0,14112,0,180500
5,1,0,1,2,0,1,0,0,630,0,2.5,0,1,0,1972,0,1,0,6,0,0,0,0,1972,264,0,1,0,630,0,1,0,1,1,1,0,0,1972.0,0,231,268.0,1,0,1,1,0,0,1,1,1,1,1,0,217.0,1,0,0,0,0,0,0,0,0,0,0,1,185,1,0,0,1302,0,0,0,21.0,672,399,1,0,1,1680,1,119500
5,0,0,1,2,0,1,0,0,1378,0,2.0,0,0,0,1892,0,1,0,11,0,0,1,0,1965,432,0,1,0,994,0,1,0,1,1,0,1,0,1985.0,0,0,0.0,1,0,1,0,0,0,1,1,1,1,1,0,215.63636363636363,0,0,0,0,0,287,0,0,0,1,0,1,0,0,0,0,2372,0,0,1,60.0,994,994,1,0,0,6600,1,107500
7,1,0,1,2,1,1,0,1,832,0,2.5,0,0,1,1976,0,1,0,8,0,0,1,0,1976,528,0,1,1,832,0,1,0,1,1,0,1,0,1976.0,0,194,0.0,0,0,1,0,0,0,1,2,1,1,1,0,208.0,1,0,0,0,0,28,1,0,0,1,0,0,0,0,0,0,1664,1,0,0,78.0,832,638,1,0,0,10140,0,162900
5,1,0,1,1,0,0,0,1,864,0,2.0,0,1,0,1955,1,1,0,5,0,0,0,0,1990,572,0,1,0,864,0,0,0,1,1,0,0,0,1957.0,0,167,0.0,0,0,1,1,0,0,0,2,1,1,0,1,172.8,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,864,0,0,0,60.0,0,697,1,0,1,8172,1,115000
5,1,0,0,1,0,0,0,1,1052,0,2.5,0,1,0,1968,1,1,0,5,0,0,0,0,1968,288,0,1,0,1052,0,0,0,1,1,1,1,0,1968.0,0,1016,168.0,0,0,1,0,0,0,1,1,0,1,1,0,210.4,1,0,0,0,1,0,0,0,0,0,0,1,356,1,0,0,1052,0,0,0,70.0,0,36,1,0,0,8400,1,138500
5,1,0,0,2,0,0,0,1,1128,0,3.0,0,1,0,1963,1,1,0,6,0,0,1,0,1963,525,0,1,0,1120,0,0,0,1,1,1,1,0,1963.0,0,776,148.0,0,0,1,0,0,0,1,2,0,1,1,0,188.0,0,0,0,0,1,20,0,0,0,0,0,1,192,1,0,0,1128,0,0,0,80.0,0,344,1,0,0,8700,1,155000
6,1,1,0,2,0,1,0,0,1072,0,3.0,0,0,1,2005,0,1,0,5,0,0,1,0,2006,525,0,1,1,547,1,0,0,1,1,0,0,0,2005.0,0,547,82.0,1,0,0,0,0,0,1,2,0,1,1,0,214.4,0,1,0,0,1,44,1,0,0,0,1,0,0,1,1,0,1072,0,1,0,35.0,0,0,1,0,0,3675,1,140000
10,1,0,0,2,3,0,0,1,4692,0,4.5,1,0,0,2008,1,1,1,12,0,1,1,0,2008,1418,0,0,1,6110,1,1,0,1,1,1,1,0,2008.0,1,5644,796.0,0,1,0,0,0,0,1,2,0,0,1,0,470.1666666666667,1,1,0,0,2,292,1,1,0,0,0,0,214,1,1,0,5642,1,1,0,313.0,950,466,0,0,0,63887,0,160000
5,1,0,1,1,0,0,0,1,1246,0,2.5,0,1,0,1959,1,1,0,6,0,1,0,0,1994,305,0,1,0,1246,0,0,0,1,1,1,1,0,1959.0,0,340,0.0,0,0,1,0,0,0,1,1,0,1,1,0,207.66666666666666,1,0,0,0,1,0,0,0,0,1,0,1,218,0,0,1,1246,0,0,0,75.0,0,0,0,0,0,7500,1,154000
7,1,1,1,2,1,1,0,1,1005,0,2.5,0,0,1,1999,0,1,0,9,0,1,0,0,1999,490,1,0,1,978,0,1,0,1,1,0,1,0,1999.0,0,694,344.0,0,0,1,0,0,0,0,2,0,0,1,0,220.33333333333334,1,0,1,0,0,0,1,0,0,1,1,0,0,1,1,1,1983,1,0,0,70.04995836802665,978,284,0,0,0,10762,0,225000
6,1,0,1,1,2,1,0,1,753,0,1.0,1,1,0,1942,0,1,0,7,0,0,0,0,1950,213,1,0,0,771,0,1,0,1,1,0,1,0,1942.0,0,547,0.0,0,0,1,0,0,0,0,1,0,1,0,0,213.42857142857142,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1494,0,0,0,70.04995836802665,741,224,0,0,1,7500,0,177500
8,1,1,1,2,1,0,0,1,1203,0,3.5,0,0,1,1994,1,1,0,8,0,1,1,0,1994,844,0,1,1,1165,0,1,0,1,1,1,1,0,1994.0,0,740,391.0,0,0,1,0,0,0,1,3,0,0,1,0,315.75,1,0,1,0,1,78,1,0,0,0,1,0,309,1,0,1,2526,1,0,0,92.0,1323,425,0,1,0,10120,0,290000
7,1,1,0,2,0,1,0,1,1616,0,2.0,0,0,1,2005,0,1,0,7,0,1,1,0,2005,834,0,1,1,1616,0,0,0,1,1,1,1,0,2005.0,0,0,228.0,0,0,1,0,0,0,1,3,0,0,1,0,230.85714285714286,0,0,1,0,0,59,0,0,0,0,1,0,208,1,0,1,1616,0,0,0,73.0,0,1616,0,0,0,8688,1,232000
7,1,1,1,2,0,1,0,0,976,0,2.0,0,0,1,2004,0,1,0,7,0,1,1,0,2004,380,0,1,1,976,0,1,0,1,1,0,0,0,2004.0,0,0,117.0,1,0,1,1,0,0,1,2,0,0,1,0,244.0,0,0,1,0,0,40,0,1,0,0,1,0,0,1,0,1,1708,0,0,0,32.0,732,976,0,0,1,3363,1,130000
9,1,1,1,2,2,0,1,1,1652,0,3.0,0,0,0,2006,1,1,1,6,1,1,1,0,2007,840,1,0,1,1652,0,0,0,1,1,1,1,0,2006.0,0,1572,300.0,0,1,1,0,0,0,1,2,0,0,1,0,275.3333333333333,0,0,1,0,1,102,1,1,0,0,1,0,404,1,1,0,1652,0,0,0,108.0,0,80,0,0,0,13173,0,325000
