OverallQual,MSSubClass_40,MasVnrType_BrkCmn,GarageType_Basment,CentralAir_Y,LandContour_Lvl,Exterior1st_Wd Sdng,Exterior2nd_Wd Shng,Neighborhood_Sawyer,Neighborhood_NPkVill,Exterior2nd_VinylSd,LotShape_IR2,BsmtExposure_No,RoofMatl_Tar&Grv,BldgType_Twnhs,MSZoning_FV,Functional_Sev,BsmtQual_0,FullBath,BldgType_Duplex,Fireplaces,Heating_Grav,RoofStyle_Gable,Exterior2nd_CBlock,Exterior1st_BrkFace,MSSubClass_90,Exterior2nd_Stone,GarageType_2Types,BldgType_2fmCon,FireplaceQu_Ex,HeatingQC_Gd,MSZoning_RL,LandSlope_Sev,GarageCond_Fa,Condition1_RRAe,Condition2_PosA,Exterior1st_MetalSd,1stFlrSF,ExterQual_Fa,Functional_Min1,Neighborhood_Edwards,ExterCond_Po,Condition1_RRNn,ExterCond_Fa,Exterior1st_HdBoard,MSSubClass_120,ExterCond_Gd,HouseStyle_1.5Fin,GarageFinish_0,Baths,MSSubClass_180,FireplaceQu_Gd,Neighborhood_Somerst,BsmtExposure_Mn,GarageFinish_RFn,Exterior2nd_ImStucc,MiscFeature_Gar2,Foundation_CBlock,BsmtCond_TA,GarageType_CarPort,KitchenQual_Fa,has_ScreenPorch,Exterior1st_WdShing,Foundation_Slab,BsmtQual_Gd,GarageQual_Po,MSSubClass_80,YearBuilt,RoofStyle_Hip,BsmtFinType2_LwQ,Neighborhood_NAmes,BsmtHalfBath,Exterior1st_AsphShn,Exterior2nd_Brk Cmn,Exterior2nd_BrkFace,GarageCond_TA,LandContour_Low,MiscFeature_Shed,KitchenQual_Ex,Fence_GdWo,LotConfig_FR2,Neighborhood_MeadowV,BsmtCond_Po,BsmtFinType2_Rec,Condition2_Feedr,Foundation_Wood,MoSold,Exterior2nd_AsbShng,TotRmsAbvGrd,SaleType_Con,Neighborhood_NridgHt,Id,HeatingQC_Ex,MiscFeature_0,has_OpenPorchSF,RoofMatl_WdShngl,MSSubClass_30,Exterior2nd_AsphShn,YearRemodAdd,GarageArea,LotShape_IR1,LotShape_Reg,Neighborhood_SawyerW,Foundation_PConc,MSSubClass_20,Fence_MnPrv,PoolQC_0,HouseStyle_2.5Unf,SaleCondition_Alloca,Exterior2nd_Plywood,MSSubClass_50,MSSubClass_85,TotalBsmtSF,PoolQC_Gd,Foundation_Stone,Neighborhood_IDOTRR,BldgType_1Fam,HouseStyle_SFoyer,BsmtExposure_Gd,HouseStyle_2Story,Condition1_RRAn,KitchenAbvGr,HouseStyle_SLvl,PavedDrive_P,GarageType_0,LotShape_IR3,Alley_0,BsmtFinType2_GLQ,RoofStyle_Mansard,Electrical_SBrkr,PoolQC_Ex,GarageQual_TA,Electrical_FuseF,has_WoodDeckSF,MSSubClass_160,RoofMatl_CompShg,Exterior1st_Plywood,SaleType_ConLD,Condition1_RRNe,BsmtFinType2_ALQ,MSSubClass_45,Exterior2nd_CmentBd,GarageType_Attchd,GarageType_BuiltIn,GarageYrBlt,SaleType_ConLI,ExterQual_Ex,BsmtFinSF1,Neighborhood_SWISU,MasVnrArea,Fence_GdPrv,Heating_GasA,GarageCond_Gd,MSZoning_RM,Neighborhood_Mitchel,SaleType_ConLw,BsmtQual_Ex,PoolArea,Condition2_Norm,Heating_Wall,BsmtFinType2_Unf,SaleType_WD,GarageType_Detchd,GarageQual_0,BldgType_TwnhsE,Neighborhood_StoneBr,Functional_Min2,BsmtFinSF2,Fence_MnWw,EnclosedPorch,Exterior1st_Stucco,Exterior2nd_HdBoard,Neighborhood_Veenker,RoofMatl_WdShake,open_outside_areas,BsmtFinType1_LwQ,ExterCond_TA,LotConfig_Inside,HouseStyle_1.5Unf,ScreenPorch,Condition2_PosN,GarageCars,Neighborhood_BrkSide,RoofStyle_Flat,HeatingQC_TA,ExterQual_TA,has_PoolArea,RoofStyle_Shed,SaleCondition_Abnorml,BsmtFinType2_0,Exterior1st_BrkComm,Alley_Pave,PavedDrive_Y,PavedDrive_N,Condition1_Norm,Condition1_Feedr,Exterior1st_AsbShng,Neighborhood_Crawfor,roominess,HalfBath,BsmtFinType1_0,MasVnrType_0,SaleCondition_Partial,SaleType_CWD,BsmtExposure_Av,LotConfig_CulDSac,LandSlope_Gtl,ExterQual_Gd,BsmtFinType2_BLQ,GarageCond_0,Exterior2nd_Wd Sdng,Neighborhood_Blueste,LandContour_Bnk,FireplaceQu_Po,BsmtFullBath,Exterior2nd_Stucco,SaleType_COD,MSSubClass_75,Functional_Typ,GarageQual_Gd,Neighborhood_Blmngtn,OpenPorchSF,Condition1_Artery,MSZoning_RH,Neighborhood_Gilbert,LotConfig_Corner,BsmtFinType1_GLQ,Street_Grvl,Neighborhood_OldTown,MasVnrType_Stone,ExterCond_Ex,Foundation_BrkTil,MasVnrType_None,BsmtCond_Gd,Exterior1st_VinylSd,MSZoning_C (all),Exterior1st_CBlock,RoofStyle_Gambrel,MSSubClass_190,BsmtQual_TA,LowQualFinSF,MSSubClass_70,WoodDeckSF,Fence_0,Condition1_PosA,has_MasVnrArea,Electrical_FuseP,Utilities_AllPub,has_LowQualFinSF,BsmtFinType1_Rec,Neighborhood_CollgCr,MiscVal,Neighborhood_NWAmes,BsmtCond_0,GarageFinish_Fin,BsmtQual_Fa,Exterior2nd_MetalSd,BsmtExposure_0,has_3SsnPorch,Functional_Maj2,KitchenQual_Gd,3SsnPorch,LandSlope_Mod,MiscFeature_Othr,GrLivArea,GarageQual_Fa,Street_Pave,FireplaceQu_Fa,MSSubClass_60,door_porch,HouseStyle_1Story,has_EnclosedPorch,GarageCond_Ex,Exterior1st_CemntBd,SaleCondition_Family,Neighborhood_BrDale,SaleType_New,Neighborhood_Timber,HeatingQC_Fa,SaleCondition_Normal,YrSold,CentralAir_N,SaleType_Oth,OverallCond,Electrical_FuseA,LotFrontage,2ndFlrSF,GarageCond_Po,Functional_Mod,BsmtFinType1_Unf,MasVnrType_BrkFace,BsmtUnfSF,Heating_GasW,KitchenQual_TA,BedroomAbvGr,Neighborhood_NoRidge,BsmtFinType1_ALQ,Alley_Grvl,GarageFinish_Unf,Condition1_PosN,has_MiscVal,FireplaceQu_TA,Condition2_Artery,LandContour_HLS,Neighborhood_ClearCr,BsmtCond_Fa,LotConfig_FR3,BsmtFinType1_BLQ,LotArea,HeatingQC_Po,SaleCondition_AdjLand,FireplaceQu_0,Functional_Maj1,SalePrice
5,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1040,0,0,0,0,0,0,1,0,0,0,0,2.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1965,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,5,0,0,11,1,1,0,0,0,0,1965,384,0,1,0,0,1,0,1,0,0,0,0,0,1040,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1965.0,0,0,906,0,0.0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,208.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1040,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,2008,0,0,5,0,70.0,0,0,0,0,0,134,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,11200,0,0,1,0,129500
9,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1182,0,0,0,0,0,0,0,0,0,0,0,4.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2005,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,7,0,11,0,1,12,1,1,1,0,0,0,2006,736,1,0,0,1,0,0,1,0,0,0,0,0,1175,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,2005.0,0,1,998,0,286.0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,211.27272727272728,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,21,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,147,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2324,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,2006,0,0,5,0,85.0,1142,0,0,0,0,177,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,11924,0,0,0,0,345000
5,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,912,0,0,0,0,0,0,1,0,0,0,0,2.0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1962,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,0,4,0,0,13,0,1,0,0,0,0,1962,352,0,0,0,0,1,0,1,0,0,1,0,0,912,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1962.0,0,0,737,0,0.0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,176,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,228.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,140,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,912,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,2008,0,0,6,0,70.04995836802665,0,0,0,0,0,175,0,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,12968,0,0,1,0,144000
7,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1494,0,0,0,0,0,0,0,0,0,0,0,2.0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,2006,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,0,7,0,0,14,1,1,1,0,0,0,2007,840,1,0,0,1,1,0,1,0,0,0,0,0,1494,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,2006.0,0,0,0,0,306.0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,213.42857142857142,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,33,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,160,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1494,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,2007,0,0,5,0,91.0,0,0,0,1,0,1494,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,10652,0,0,0,0,279500
6,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1253,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1960,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,5,0,5,0,0,15,0,1,1,0,0,0,1960,352,1,0,0,0,1,0,1,0,0,0,0,0,1253,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1960.0,0,0,733,0,212.0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,176,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,250.6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,213,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1253,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,2008,0,0,5,0,70.04995836802665,0,0,0,0,1,520,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,10920,0,0,0,0,157000
7,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,854,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1929,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,5,0,0,16,1,1,1,0,0,0,2001,576,0,1,0,0,0,0,1,0,0,0,0,0,832,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1991.0,0,0,0,0,0.0,1,1,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,2,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,170.8,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,112,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,48,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,854,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2007,0,0,8,1,51.0,0,0,0,1,0,832,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,6120,0,0,1,0,132000
6,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1004,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1970,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,5,0,0,17,1,0,0,0,0,0,1970,480,1,0,0,0,1,0,1,0,0,0,0,0,1004,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1970.0,0,0,578,0,180.0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,200.8,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,700,0,0,1,0,0,0,0,0,0,0,0,0,1004,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,2010,0,0,7,0,70.04995836802665,0,0,0,0,1,426,0,1,2,0,1,0,0,0,1,1,0,0,0,0,0,0,11241,0,0,0,0,149000
4,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,2,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1296,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1967,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,10,0,6,0,0,18,0,0,0,0,0,0,1967,516,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1967.0,0,0,0,0,0.0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,216.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,500,0,1,0,0,1,1,0,0,0,0,0,0,1296,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,2006,0,0,5,0,72.0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,1,0,0,0,0,0,0,0,10791,0,0,1,0,90000
5,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1114,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2004,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,19,1,1,1,0,0,0,2004,576,0,1,1,1,1,0,1,0,0,0,0,0,1114,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2004.0,0,0,646,0,0.0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,185.66666666666666,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,102,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1114,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,2008,0,0,5,0,66.0,0,0,0,0,0,468,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,13695,0,0,1,0,159000
5,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1339,0,1,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1958,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,20,0,1,0,0,0,0,1965,294,0,1,0,0,1,1,1,0,0,1,0,0,1029,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1958.0,0,0,504,0,0.0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,223.16666666666666,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1339,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2009,0,0,6,0,70.0,0,0,0,0,0,525,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,7560,0,0,1,0,139000
8,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,3,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1158,0,0,0,0,0,0,0,0,0,0,0,3.5,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2005,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,0,9,0,1,21,1,1,1,0,0,0,2006,853,1,0,0,1,0,0,1,0,0,0,0,0,1158,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,2005.0,0,0,0,0,380.0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,264.0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,154,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,240,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2376,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,2006,0,0,5,0,101.0,1218,0,0,1,1,1158,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,14215,0,0,0,0,325300
7,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1108,0,0,0,0,0,0,0,0,0,0,0,1.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1930,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,22,1,1,0,0,0,0,1950,280,0,1,0,1,0,0,1,0,0,0,0,0,637,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,1930.0,0,0,0,0,0.0,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,205,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,184.66666666666666,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1108,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,2007,0,0,7,0,57.0,0,0,0,1,0,637,0,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,7449,0,0,0,0,139400
8,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1795,0,0,0,0,0,0,0,0,0,0,0,2.0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,2002,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,0,7,0,0,23,1,1,1,0,0,0,2002,534,0,1,0,1,1,0,1,0,0,0,0,0,1777,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,2002.0,0,0,0,0,281.0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,256.42857142857144,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,159,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,171,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1795,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,2008,0,0,5,0,75.0,0,0,0,1,1,1777,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,9742,0,0,0,0,230000
5,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1060,0,0,0,0,0,0,0,1,0,0,0,2.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1976,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,6,0,6,0,0,24,0,1,1,0,0,0,1976,572,0,1,0,1,0,0,1,0,0,0,0,0,1040,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,1976.0,0,0,840,0,0.0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,2,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,176.66666666666666,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,110,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,100,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1060,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,2007,0,0,7,0,44.0,0,0,0,0,0,200,0,1,3,0,0,0,1,0,0,1,0,0,0,0,0,0,4224,0,0,0,0,129900
5,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1060,0,0,0,0,0,0,0,0,1,0,0,2.0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1968,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,25,1,1,1,0,0,0,2001,270,1,0,0,0,1,1,1,0,0,1,0,0,1060,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1968.0,0,0,188,0,0.0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,668,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,176.66666666666666,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,90,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,406,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1060,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,2010,0,0,8,0,70.04995836802665,0,0,0,0,0,204,0,0,3,0,0,0,1,0,0,1,0,0,0,0,0,0,8246,0,0,0,0,154000
8,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1600,0,0,0,0,0,0,0,0,0,0,0,2.0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,2007,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,7,0,1,26,1,1,1,0,0,0,2007,890,0,1,0,1,1,0,1,0,0,0,0,0,1566,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,2007.0,0,0,0,0,640.0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,228.57142857142858,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,56,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1600,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,2009,0,0,5,0,110.0,0,0,0,1,0,1566,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,14230,0,0,0,0,256300
