1stFlrSF,Baths,BsmtFinType1_GLQ,BsmtQual_Ex,ExterQual_Ex,ExterQual_TA,Fireplaces,GarageCars,GarageFinish_Fin,GarageFinish_Unf,GrLivArea,HeatingQC_Ex,KitchenQual_Ex,KitchenQual_TA,MasVnrArea,Neighborhood_NridgHt,OverallQual,SalePrice,YearBuilt,YearRemodAdd,has_OpenPorchSF
1661,2.0,0,0,0,1,0,2,0,0,1661,1,0,0,442.0,0,7,224900,1998,1998,1
1008,1.0,0,0,0,1,1,1,0,0,1008,0,0,1,0.0,0,5,137000,1954,1954,0
1689,3.0,1,0,0,0,2,3,0,0,1689,1,0,0,148.0,0,8,271000,2002,2002,1
1052,2.0,1,0,0,1,0,2,0,1,1052,0,0,1,80.0,0,6,155000,1971,1971,0
1358,3.0,1,0,0,0,1,2,0,0,1358,1,0,0,128.0,1,7,224000,2009,2010,1
798,2.5,0,0,0,0,0,2,0,0,1640,1,0,0,0.0,0,7,183000,2003,2003,1
936,1.0,0,0,0,0,0,2,0,1,936,0,0,1,0.0,0,4,93000,1953,1953,1
847,2.5,0,0,0,0,1,2,1,0,1733,1,0,0,0.0,0,7,225000,2003,2003,1
944,2.0,0,0,0,1,1,1,0,1,1489,0,0,1,0.0,0,6,139500,1940,1950,0
1489,2.0,0,0,0,0,1,2,0,0,1489,1,0,0,0.0,0,8,232600,2006,2006,1
2084,3.0,1,1,1,0,1,3,1,0,2084,1,1,0,816.0,1,10,385000,2007,2008,1
784,2.0,0,0,0,1,0,0,0,0,784,0,0,0,0.0,0,5,109500,1924,1950,0
1434,2.0,1,0,0,0,1,2,0,0,1434,1,0,0,0.0,0,7,189000,2001,2001,1
1160,3.0,0,0,0,1,0,2,1,0,2126,0,0,1,0.0,0,5,185000,1967,1967,0
520,2.5,0,0,0,0,0,2,0,0,1223,1,0,0,0.0,0,7,147400,2005,2005,1
1392,2.5,0,0,0,1,2,2,0,0,1392,0,0,1,387.0,0,6,166000,1957,1957,0
520,2.5,0,0,0,1,0,2,0,0,1200,1,0,0,0.0,0,7,151000,2005,2005,1
941,3.5,1,0,0,0,1,2,0,0,1829,1,0,0,223.0,0,7,237000,2003,2003,1
1516,1.5,0,0,0,1,0,2,0,0,1516,0,0,1,180.0,0,6,167000,1964,1964,0
1144,2.0,0,0,0,1,0,2,0,1,1144,0,0,1,136.0,0,5,139950,1961,1961,0
1067,2.0,0,0,0,1,0,2,0,1,1067,0,0,0,0.0,0,4,128000,1950,1995,0
1559,2.0,0,0,0,1,0,2,0,1,1559,0,0,1,0.0,0,5,153500,1948,1973,1
483,2.5,0,0,0,1,0,1,0,1,987,0,0,1,158.0,0,6,100000,1973,1973,0
1099,1.5,0,0,0,1,0,1,0,1,1099,1,0,0,0.0,0,5,144000,1995,2006,0
768,1.0,0,0,0,1,0,1,0,1,1200,1,0,1,0.0,0,5,130500,1946,1995,0
810,2.0,0,0,0,1,0,1,0,1,1482,0,0,0,0.0,0,6,140000,1925,1950,0
958,2.0,0,0,0,1,1,2,0,1,1539,0,0,0,0.0,0,5,157500,1904,2002,1
1165,2.5,0,0,0,1,0,2,0,0,1165,0,0,1,183.0,0,6,174900,1966,1966,1
1800,2.0,0,0,0,1,0,0,0,0,1800,1,0,1,0.0,0,5,141000,1961,1961,0
876,1.5,0,0,0,1,1,3,0,1,1416,0,0,1,0.0,0,5,153900,1915,1950,0
1701,3.0,0,0,0,1,2,2,1,0,1701,0,0,1,0.0,0,5,171000,1975,1981,0
1006,3.5,0,0,0,0,1,2,0,1,1775,1,0,0,137.0,0,7,213000,1993,1993,1
864,2.0,0,0,0,1,1,1,0,1,864,1,0,1,0.0,0,5,133500,1972,1972,0
1307,3.0,0,0,0,1,1,2,0,1,2358,0,0,1,0.0,0,6,240000,1908,1997,1
1094,2.5,0,0,0,0,1,2,0,0,1855,1,0,1,360.0,0,6,187000,1976,1994,1
848,2.0,1,0,0,0,0,2,1,0,848,1,0,0,170.0,0,6,131500,2003,2003,0
1456,2.0,0,0,0,0,1,2,1,0,1456,1,0,0,40.0,0,8,215000,2003,2003,1
918,2.0,0,0,0,1,2,1,0,1,1646,0,0,1,0.0,0,7,164000,1941,1950,0
1445,1.5,0,0,0,1,1,2,0,0,1445,0,0,1,115.0,0,6,158000,1964,1964,0
1779,2.5,0,0,0,1,1,2,0,1,1779,0,0,1,0.0,0,5,170000,1955,1974,1
1040,2.5,0,0,0,1,0,1,0,1,1040,1,0,1,0.0,0,5,127000,1962,2010,1
1026,2.0,1,0,0,1,0,2,0,1,1026,0,0,1,0.0,0,6,147000,1978,1978,0
702,2.5,0,0,0,1,1,2,1,0,1481,0,0,1,0.0,0,6,174000,1994,1995,1
1370,2.0,0,0,0,1,1,2,0,0,1370,0,0,1,189.0,0,7,152000,1976,1976,0
1512,3.5,0,0,0,1,1,2,0,1,2654,0,0,0,220.0,0,6,250000,1968,1984,1
912,1.5,0,0,0,0,1,1,0,1,1426,0,0,0,0.0,0,7,189950,1918,1998,1
1039,2.5,0,0,0,1,0,2,0,1,1039,1,0,1,0.0,0,5,131500,1965,1965,0
1097,2.0,1,0,0,1,0,2,0,1,1097,0,0,1,0.0,0,6,152000,1984,1985,0
1148,2.0,0,0,0,1,0,1,0,1,1148,0,0,1,0.0,0,5,132500,1959,1959,0
1372,2.0,0,1,0,0,0,2,1,0,1372,1,0,0,0.0,0,7,250580,2007,2008,1
1002,2.0,0,0,0,1,0,2,0,1,1002,0,0,1,76.0,0,5,148500,1970,1970,0
1646,2.0,0,0,0,0,1,3,0,0,1646,1,0,0,274.0,0,8,248900,2006,2007,1
1120,2.5,0,0,0,1,0,2,0,0,1120,0,0,0,0.0,0,4,129000,1961,1961,0
1547,2.0,0,0,0,1,1,2,0,1,2320,0,0,1,0.0,0,5,169000,1948,1950,1
1062,3.5,1,0,0,0,1,2,1,0,1949,1,0,0,246.0,0,7,236000,1993,1994,1
894,1.0,0,0,0,1,0,1,0,1,894,0,0,1,0.0,0,5,109500,1962,1962,0
804,2.5,1,0,0,1,0,2,0,0,1682,1,0,0,116.0,0,6,200500,1998,1998,1
910,1.0,0,0,0,0,0,2,0,1,910,0,0,0,0.0,0,5,116000,1953,1996,0
1036,1.0,0,0,0,0,1,1,0,1,1268,0,0,1,0.0,0,5,133000,1949,1950,1
676,1.5,0,0,0,1,0,1,0,1,1131,1,0,1,0.0,0,5,66500,1941,1950,0
1184,2.5,1,0,0,0,1,2,1,0,2610,1,1,0,0.0,0,8,303477,2007,2007,1
1040,2.0,0,0,0,1,0,2,0,1,1040,0,0,1,0.0,0,4,132250,1963,1963,0
1462,3.5,1,1,0,0,1,3,1,0,2224,1,1,0,216.0,1,9,350000,2004,2005,0
1155,2.0,0,0,0,1,0,2,0,1,1155,0,0,0,0.0,0,5,148000,1961,1995,0
864,2.0,0,0,0,0,0,1,0,1,864,1,0,1,90.0,0,5,136500,1978,2005,0
1090,2.5,0,1,0,1,0,2,1,0,1090,0,0,1,0.0,0,5,157000,2005,2006,1
1187,2.5,0,0,0,0,1,2,0,0,1717,1,0,0,117.0,0,7,187500,1990,1991,1
808,2.5,0,0,0,1,1,2,0,0,1593,0,0,1,0.0,0,6,178000,1992,1993,1
954,2.0,0,0,0,0,0,1,0,1,2230,0,0,1,0.0,0,4,118500,1912,1950,1
892,1.0,0,0,0,1,0,1,0,0,892,0,0,1,60.0,0,5,100000,1967,1967,0
1709,3.0,1,1,0,0,1,2,1,0,1709,1,0,0,60.0,0,9,328900,1999,2000,1
1712,2.0,0,0,0,1,0,2,1,0,1712,1,0,1,122.0,0,5,145000,1959,2005,1
872,1.5,0,0,0,1,0,1,0,1,1393,0,0,1,0.0,0,5,135500,1955,1955,0
2217,3.0,0,0,0,0,1,2,0,1,2217,1,0,0,0.0,0,8,268000,1970,1970,1
1505,2.0,0,0,0,1,1,2,0,0,1505,1,0,1,90.0,0,6,149500,1953,1953,0
672,1.0,0,0,0,1,1,2,0,1,924,1,0,1,0.0,0,5,122900,1949,2006,0
918,2.5,0,0,0,1,1,2,0,0,1683,0,0,1,92.0,0,6,172500,1978,1978,0
1068,1.5,1,0,0,1,0,1,0,0,1068,0,0,1,0.0,0,6,154500,1963,2003,0
1383,2.0,0,0,0,1,1,1,0,1,1383,0,0,1,0.0,0,5,165000,1954,1954,1
1535,2.0,0,0,0,1,0,2,0,1,1535,0,0,1,0.0,0,5,118858,1979,1979,0
983,2.5,0,0,0,1,1,2,0,0,1796,0,0,1,415.0,0,6,140000,1963,1963,1
951,1.0,0,0,0,1,0,1,0,1,951,1,0,1,0.0,0,4,106500,1936,1950,1
1120,2.0,0,0,0,1,0,2,0,1,2240,0,0,1,0.0,0,5,142953,1979,1979,0
2364,3.5,1,1,1,0,2,3,1,0,2364,1,1,0,760.0,1,9,611657,2009,2010,1
1236,1.0,0,0,0,1,1,1,0,1,1236,0,0,1,0.0,0,5,135000,1961,1994,0
858,1.0,0,0,0,1,0,1,0,1,858,0,0,1,0.0,0,4,110000,1971,1971,0
1306,2.0,0,0,0,1,0,1,0,1,1306,0,0,1,0.0,0,5,153000,1957,2000,0
807,2.5,0,0,0,0,1,2,1,0,1509,1,0,0,0.0,0,7,180000,2003,2003,1
1670,2.0,0,0,0,0,1,3,0,0,1670,1,0,0,27.0,0,7,240000,2006,2006,1
902,1.0,1,0,0,1,0,1,0,1,902,0,0,1,75.0,0,5,125500,1967,1967,0
1063,2.0,0,0,0,1,0,1,0,0,1063,0,0,1,110.0,0,5,128000,1954,1954,0
1636,3.0,1,0,0,0,1,3,0,0,1636,1,0,0,208.0,0,8,255000,2006,2006,1
1020,1.5,0,0,0,0,1,1,1,0,2057,0,0,0,0.0,0,7,250000,1936,1987,0
902,2.0,0,0,0,1,0,2,0,1,902,0,0,1,0.0,0,5,131000,1983,1983,0
742,2.5,0,0,0,0,1,2,1,0,1484,1,0,0,0.0,0,6,174000,2005,2005,1
1105,2.0,0,0,0,1,0,2,0,1,2274,0,0,1,361.0,0,5,154300,1960,1960,0
1268,1.5,0,0,0,1,0,1,0,1,1268,0,0,0,0.0,0,5,143500,1977,1989,0
1015,1.0,0,0,0,1,0,1,0,1,1015,0,0,1,0.0,0,5,88000,1925,1950,0
1001,2.0,0,0,0,1,0,3,0,1,2002,0,0,1,0.0,0,5,145000,1949,1950,0
612,2.5,1,0,0,0,0,2,0,0,1224,1,0,0,76.0,0,6,173733,2009,2009,1
546,1.5,0,0,0,1,0,1,0,1,1092,0,0,1,80.0,0,4,75000,1970,1970,0
480,1.0,0,0,0,1,0,1,0,1,480,0,0,1,0.0,0,2,35311,1949,1950,0
1229,1.0,0,0,0,1,0,1,0,0,1229,1,0,1,0.0,0,4,135000,1956,1956,0
912,3.5,0,1,0,0,1,3,0,0,2127,1,0,0,0.0,0,7,238000,1991,1991,1
1414,2.0,0,0,1,0,1,2,0,1,1414,1,0,1,0.0,0,6,176500,1958,2002,1
936,3.0,1,0,0,0,0,2,0,0,1721,1,0,0,105.0,0,6,201000,1994,1994,1
1272,5.0,0,0,0,1,0,0,0,0,2200,0,0,1,0.0,0,5,145900,1900,2003,1
1316,2.0,1,0,0,0,1,2,1,0,1316,1,0,0,0.0,0,6,169990,2005,2006,0
1617,3.0,0,0,0,0,1,2,0,0,1617,1,0,0,0.0,0,6,193000,1993,1994,1
1686,3.0,0,0,0,1,1,2,0,1,1686,0,0,1,157.0,0,6,207500,1980,1980,1
1126,2.5,0,0,0,1,0,2,0,0,1126,0,1,0,0.0,0,5,175000,1977,1977,0
1234,2.5,0,0,0,0,1,3,1,0,2374,1,1,0,340.0,1,8,285000,2003,2004,1
1098,2.5,0,0,0,1,1,2,0,0,1978,0,0,1,342.0,0,7,176000,1968,1968,1
1788,2.0,0,0,0,0,1,2,0,0,1788,1,1,0,0.0,0,8,236500,2001,2001,1
993,2.5,0,0,0,1,1,2,1,0,2236,0,0,0,285.0,0,7,222000,1997,1997,0
1466,2.0,1,0,0,0,0,3,1,0,1466,1,0,0,0.0,0,8,201000,2007,2007,1
925,1.5,0,0,0,1,0,1,0,1,925,1,0,1,0.0,0,5,117500,1965,1965,0
1905,2.0,0,1,1,0,1,3,1,0,1905,1,1,0,302.0,0,9,320000,2006,2006,1
1500,2.0,1,0,0,0,0,2,0,0,1500,1,0,0,210.0,0,7,190000,2004,2004,1
2069,3.0,1,0,0,1,1,2,0,0,2069,1,0,0,0.0,0,7,242000,1960,2007,0
747,1.0,0,0,0,1,0,2,0,1,747,0,0,1,108.0,0,4,79900,1926,1953,0
1200,3.0,1,0,0,0,0,2,0,0,1200,1,0,0,103.685261707989,0,7,184900,2003,2003,1
1113,2.5,1,0,0,0,1,2,0,0,1971,1,0,0,0.0,0,7,253000,2005,2005,1
1391,2.5,1,0,0,0,0,3,0,0,1962,1,0,0,0.0,0,7,239799,2006,2006,1
1207,2.0,0,0,0,1,2,1,0,1,2403,1,0,1,0.0,0,7,244400,1940,1950,0
1728,2.0,0,0,0,1,0,2,0,1,1728,0,0,1,0.0,0,6,150900,1976,1976,0
1022,3.5,0,0,0,0,1,2,0,0,2060,1,0,0,298.0,0,7,214000,1999,1999,0
1440,4.0,1,0,0,1,0,0,0,0,1440,0,0,1,0.0,0,4,150000,1977,1977,0
1632,2.0,0,0,0,1,0,2,0,1,1632,0,0,1,0.0,0,5,143000,1967,1967,0
1344,1.5,1,0,0,1,1,2,0,0,1344,0,0,0,541.0,0,6,137500,1958,1958,1
1188,1.0,0,0,0,1,0,2,0,1,1869,0,0,1,0.0,0,5,124900,1890,1996,0
1144,2.0,0,0,0,1,1,1,0,0,1144,0,0,1,128.0,0,5,143000,1959,1959,0
1629,3.0,1,0,0,0,1,3,1,0,1629,1,0,0,236.0,0,8,270000,2002,2003,1
936,2.5,0,0,0,0,1,2,0,0,1776,1,0,0,144.0,0,7,192500,2002,2002,1
1381,2.5,0,0,0,1,1,2,0,0,1381,0,0,0,0.0,0,6,197500,1972,2006,0
864,2.0,0,0,0,1,0,2,0,0,864,0,0,0,0.0,0,5,129000,1950,2002,0
965,2.0,0,0,0,1,0,1,0,1,965,0,0,1,0.0,0,5,119900,1965,1965,0
768,1.5,1,0,0,1,0,1,1,0,768,0,0,1,0.0,0,5,133900,1972,2003,0
1168,3.0,0,0,0,1,1,2,0,0,1968,1,0,1,232.0,0,5,172000,1969,1969,1
980,3.0,1,0,0,1,0,0,0,0,980,0,0,1,250.0,0,6,127500,1975,1975,0
979,2.0,0,0,0,1,0,2,0,1,1958,0,0,1,423.0,0,6,145000,1946,1950,0
561,1.5,0,0,0,1,1,2,1,0,1229,0,0,1,0.0,0,6,124000,1980,1980,0
1057,1.0,0,0,0,1,0,2,1,0,1057,0,0,1,0.0,0,5,132000,1962,1962,0
1337,3.0,1,0,0,0,0,2,0,0,1337,1,0,0,0.0,0,7,185000,2003,2003,1
696,3.5,0,0,0,0,0,2,0,1,1416,1,0,0,0.0,0,7,155000,1999,1999,1
858,2.0,0,0,0,1,0,0,0,0,858,0,0,1,0.0,0,5,116500,1958,2008,0
1542,3.5,0,0,0,1,1,2,1,0,2872,0,0,1,424.0,0,6,272000,1977,1995,1
804,3.5,0,0,0,1,1,2,0,1,1548,0,0,0,0.0,0,6,155000,1976,1976,0
1800,2.0,0,1,0,0,0,2,1,0,1800,1,1,0,0.0,0,9,239000,2007,2007,1
824,3.5,1,0,0,0,1,2,1,0,1894,1,0,0,44.0,0,7,214900,2002,2003,1
783,2.5,0,0,0,0,1,2,1,0,1484,1,0,0,0.0,0,6,178900,2005,2007,1
976,2.5,0,0,0,0,2,1,0,1,1308,1,0,1,0.0,0,5,160000,1940,1950,1
1098,2.0,0,0,0,1,0,1,0,1,1098,0,0,1,151.0,0,5,135000,1955,1955,0
600,1.0,0,0,0,1,0,0,0,0,968,0,0,1,0.0,0,3,37900,1910,1950,0
1095,2.0,0,0,0,1,0,1,0,0,1095,0,0,1,105.0,0,6,140000,1958,1958,0
720,1.5,0,0,0,1,0,0,0,0,1192,0,0,1,0.0,0,4,135000,1949,1950,0
764,2.0,1,0,0,0,0,2,0,0,1626,1,0,0,106.0,1,7,173000,2003,2004,1
918,2.0,0,0,0,1,1,1,0,1,918,0,0,1,0.0,0,6,99500,1979,1979,0
1428,2.0,0,0,0,0,0,2,1,0,1428,1,0,0,103.685261707989,0,7,182000,2007,2008,1
1136,1.0,0,0,0,1,0,2,0,1,2019,0,0,0,0.0,0,7,167500,1910,1993,1
673,3.5,1,0,0,0,0,2,0,1,1382,1,0,0,0.0,0,7,165000,2000,2000,1
869,1.0,0,0,0,1,0,0,0,0,869,0,0,0,0.0,0,4,85500,1923,1958,0
1241,2.5,1,0,0,0,0,2,1,0,1241,1,0,0,103.685261707989,0,7,199900,2006,2007,1
894,1.0,0,0,0,1,0,2,0,1,894,1,0,1,0.0,0,4,110000,1954,1954,0
1121,2.0,0,0,0,1,0,2,0,1,1121,0,0,1,0.0,0,5,139000,1963,1963,1
999,2.0,0,0,1,0,0,2,0,0,999,0,1,0,210.0,0,7,178400,1961,2007,1
1276,3.5,1,0,0,0,1,3,1,0,2612,1,0,0,975.0,0,8,336000,1998,1999,0
1266,2.0,0,0,0,0,1,2,1,0,1266,1,0,0,16.0,0,7,159895,2007,2007,1
1149,2.5,0,0,0,0,1,2,0,1,2290,1,0,0,0.0,0,8,255900,2002,2002,0
1302,2.0,0,0,0,1,0,2,0,1,1734,0,0,0,0.0,0,5,126000,1977,1977,0
1164,2.0,0,0,0,1,0,1,0,1,1164,0,0,1,0.0,0,5,125000,1950,1950,1
1001,1.0,0,0,0,1,0,1,0,1,1635,0,0,0,0.0,0,6,117000,1910,2003,0
1940,3.5,1,1,1,0,1,3,1,0,1940,1,1,0,450.0,1,9,395192,2009,2010,1
1118,2.5,0,0,0,1,1,2,1,0,2030,0,0,0,298.0,0,6,195000,1976,1976,1
778,2.5,0,0,0,0,0,2,0,0,1576,1,0,0,0.0,0,7,197000,2006,2006,1
1407,3.5,1,0,0,0,1,3,1,0,2392,1,0,0,423.0,0,8,348000,1997,1998,1
916,1.5,0,0,0,0,1,2,0,1,1742,0,0,0,0.0,0,8,168000,1882,1986,1
1020,2.5,0,0,0,1,1,2,0,0,1851,0,0,0,340.0,0,6,187000,1964,1993,1
750,2.5,0,0,0,1,0,2,0,0,1500,1,0,0,0.0,0,6,173900,2005,2006,1
1718,3.0,1,1,1,0,1,3,1,0,1718,1,1,0,230.0,1,10,337500,2006,2007,1
774,2.5,0,0,0,1,0,1,0,1,1230,0,0,1,0.0,0,4,121600,1946,1950,1
1050,2.0,0,0,0,1,0,1,0,1,1050,0,0,1,0.0,0,5,136500,1961,1961,1
1442,2.0,0,0,0,1,1,2,0,0,1442,0,0,1,571.0,0,6,185000,1970,1970,0
1077,1.0,0,0,0,1,1,1,0,1,1077,0,0,1,0.0,0,3,91000,1922,1950,1
1208,3.0,1,0,0,0,0,2,0,0,1208,1,0,0,24.0,0,7,206000,2006,2006,1
944,1.0,0,0,0,1,0,2,0,1,944,0,0,0,0.0,0,3,82000,1952,1952,0
691,1.0,0,0,0,1,0,1,0,1,691,1,1,0,0.0,0,5,86000,1920,1950,1
1574,2.0,1,0,0,0,1,3,0,0,1574,1,0,0,53.0,0,8,232000,2006,2006,1
1680,2.0,0,0,0,1,0,2,0,1,1680,0,0,1,164.0,0,5,136905,1976,1976,0
1504,2.0,1,0,0,0,1,2,1,0,1504,1,0,0,16.0,0,7,181000,2005,2006,0
985,2.0,1,0,0,0,0,1,0,1,985,0,0,1,220.0,0,5,149900,1977,1977,0
1657,2.5,0,0,0,1,1,2,0,1,1657,0,0,1,0.0,0,6,163500,1970,1970,0
546,1.5,0,0,0,1,0,1,0,0,1092,0,0,1,0.0,0,4,88000,1970,1970,0
1710,2.0,0,1,0,0,1,2,1,0,1710,1,0,0,108.0,0,7,240000,2004,2005,1
1008,2.0,0,0,0,1,0,0,0,0,1522,1,0,1,0.0,0,5,102000,1926,1950,0
720,2.0,0,0,0,1,1,1,0,1,1271,0,0,1,0.0,0,5,135000,1948,1950,0
1664,2.0,0,0,0,1,0,0,0,0,1664,0,0,1,0.0,0,5,100000,1965,1965,0
900,1.5,0,0,0,1,2,1,0,1,1502,0,0,0,0.0,0,6,165000,1923,1996,0
1022,2.0,0,0,0,1,0,1,0,1,1022,0,0,1,0.0,0,5,85000,1910,2006,1
1082,1.0,0,0,0,1,1,1,0,1,1082,0,0,1,206.0,0,6,119200,1948,1950,1
810,3.5,1,0,0,0,0,2,1,0,1665,1,0,0,0.0,0,8,227000,2001,2001,1
1504,3.0,1,0,0,0,1,2,1,0,1504,1,0,0,196.0,0,7,203000,1996,1996,1
1360,2.0,1,0,0,0,1,2,0,0,1360,0,0,0,0.0,0,8,187500,1984,1984,0
802,2.5,0,0,0,0,1,2,0,0,1472,0,0,0,76.0,0,7,160000,1991,1992,0
1506,2.0,1,0,0,0,1,2,1,0,1506,1,0,0,145.0,0,7,213490,2005,2005,1
1132,2.5,1,0,0,1,0,2,1,0,1132,1,0,0,0.0,0,4,176000,2005,2005,1
1220,3.0,1,0,0,0,0,2,0,0,1220,1,0,0,84.0,0,7,194000,2006,2006,1
912,1.0,0,0,0,1,0,1,0,1,1248,0,0,1,0.0,0,5,87000,1930,1950,0
1504,2.0,1,0,0,0,1,2,1,0,1504,1,0,0,14.0,0,7,191000,2005,2006,1
2898,3.0,0,0,0,0,1,2,1,0,2898,0,0,0,0.0,0,8,287000,1976,1976,1
882,2.0,0,0,0,1,0,2,0,1,882,0,0,1,0.0,0,5,112500,1972,1972,0
1264,2.0,0,0,0,1,2,2,0,1,1264,0,0,1,324.0,0,5,167500,1960,1960,0
1646,3.0,1,0,0,0,1,3,0,0,1646,1,0,0,338.0,0,8,293077,2007,2008,1
968,2.0,0,0,0,1,1,1,0,1,1376,0,0,1,0.0,0,5,105000,1941,1950,0
672,2.0,0,0,0,1,0,1,0,1,1218,0,0,1,281.0,0,6,118000,1972,1972,1
948,2.0,0,0,0,1,0,0,0,0,1928,0,0,1,0.0,0,5,160000,1916,1995,0
1687,3.5,1,0,0,1,2,2,1,0,3082,1,0,1,0.0,0,7,197000,1920,1970,1
1352,3.5,1,0,0,0,1,3,0,0,2520,1,0,0,0.0,0,8,310000,1993,1993,1
1654,3.0,1,0,0,0,0,3,0,1,1654,1,0,0,295.0,0,7,230000,2002,2002,1
954,1.0,0,0,0,1,1,1,0,1,954,1,0,0,0.0,0,5,119750,1938,1950,0
845,1.0,0,0,0,1,0,1,0,1,845,1,0,1,0.0,0,4,84000,1957,1957,0
1620,3.0,1,1,0,0,1,3,1,0,1620,1,1,0,70.0,0,9,315500,2007,2008,0
1055,2.5,0,0,0,0,1,2,1,0,2263,1,0,0,396.0,0,8,287000,2001,2002,1
798,1.5,0,0,0,1,1,0,0,0,1344,0,0,1,0.0,0,4,97000,1970,2008,0
630,2.0,1,0,0,1,0,1,0,1,630,0,0,1,0.0,0,4,80000,1970,1970,0
1803,3.0,0,0,0,1,1,2,0,0,1803,1,0,1,67.0,0,5,155000,1957,2000,0
800,2.0,1,0,0,1,0,2,0,1,1632,0,0,0,252.0,0,6,173000,1966,2000,1
1306,3.0,0,0,0,0,1,2,0,0,1306,1,0,0,135.0,1,6,196000,2005,2005,1
1532,3.5,1,0,0,1,1,2,0,1,2329,1,0,0,99.0,0,7,262280,1990,1990,1
2524,3.5,0,0,0,0,1,2,1,0,2524,0,0,0,0.0,0,8,278000,1981,1981,1
1733,2.0,0,0,0,1,1,2,0,1,1733,1,0,1,0.0,0,3,139600,1955,1955,0
1992,3.5,1,1,0,0,1,3,1,0,2868,1,1,0,208.0,0,9,556581,2005,2006,1
990,1.5,1,0,0,1,0,2,0,1,990,1,0,1,0.0,0,5,145000,1994,1995,0
1771,1.0,0,0,0,1,1,2,0,1,1771,0,0,1,75.0,0,5,115000,1960,2006,0
930,1.0,0,0,0,1,0,1,0,1,930,1,0,0,0.0,0,4,84900,1946,2006,0
1302,2.0,0,0,0,0,0,2,1,0,1302,1,0,0,0.0,0,7,176485,2007,2007,1
1316,2.0,0,0,0,0,1,2,1,0,1316,1,0,0,0.0,0,7,200141,2007,2007,1
1127,2.0,0,0,0,1,1,2,0,0,1977,0,0,1,272.0,0,6,165000,1964,1978,1
1526,1.0,0,0,0,1,1,1,0,1,1526,1,0,1,145.0,0,5,144500,1957,2002,1
1091,3.5,1,0,0,0,1,2,1,0,1989,1,0,0,210.0,0,8,255000,2002,2002,1
1523,2.5,0,0,0,1,1,2,1,0,1523,0,0,1,160.0,0,6,180000,1976,1976,0
1364,3.0,1,0,0,0,1,2,0,0,1364,1,0,0,240.0,1,7,185850,2005,2005,1
979,2.5,1,0,0,0,1,2,1,0,1850,1,0,0,0.0,0,7,248000,1994,1994,1
1130,3.5,1,1,1,0,1,3,1,0,2184,1,1,0,154.0,1,9,335000,2008,2008,1
1096,1.5,0,0,0,1,1,2,0,1,1991,0,0,1,480.0,0,6,220000,1932,1950,0
1338,3.0,1,0,0,0,0,2,1,0,1338,1,0,0,0.0,0,8,213500,2001,2001,0
894,1.0,0,0,0,0,0,3,0,0,894,0,0,1,0.0,0,3,81000,1935,1950,1
1422,2.0,0,0,0,1,0,2,0,1,2337,0,0,1,0.0,0,5,90000,1900,1950,1
1103,1.0,0,0,0,1,1,2,0,1,1103,0,0,0,0.0,0,6,110500,1925,1980,1
1154,1.5,0,0,0,1,1,2,0,0,1154,1,0,1,200.0,0,5,154000,1966,1966,1
1306,3.5,1,1,0,0,0,2,0,0,2260,1,0,0,0.0,0,7,328000,1996,1997,1
799,2.5,0,0,0,0,1,2,0,0,1571,0,0,1,0.0,0,6,178000,1993,1994,1
798,2.5,1,0,0,1,0,2,0,0,1611,0,0,1,360.0,0,6,167900,1964,1964,1
1291,3.5,0,0,0,1,1,2,1,0,2521,0,0,1,0.0,0,6,151400,1973,1973,1
893,1.5,0,0,0,1,0,2,0,1,893,0,0,0,0.0,0,5,135000,1949,2003,0
1048,2.0,0,0,0,1,0,1,0,1,1048,0,0,1,120.0,0,5,135000,1956,1956,1
829,1.5,0,0,0,1,0,2,0,1,1556,1,0,1,0.0,0,6,154000,1968,1968,0
1002,2.5,0,0,0,1,1,1,0,1,1456,0,0,1,0.0,0,5,91500,1948,1950,0
698,1.5,0,0,0,1,0,2,1,0,1426,0,0,1,140.0,0,6,159500,1977,1977,0
1240,2.0,0,0,0,0,0,3,0,0,1240,1,0,0,0.0,0,7,194000,2006,2006,1
960,1.5,0,0,0,1,2,1,0,1,1740,0,0,1,0.0,0,7,219500,1940,1984,0
1096,2.5,0,0,0,1,1,2,0,1,1466,0,0,0,0.0,0,5,170000,1936,1989,1
1096,2.0,0,0,0,1,0,1,1,0,1096,1,0,1,0.0,0,5,138800,1969,1969,1
848,2.0,1,0,0,0,1,2,0,0,848,1,0,0,169.0,0,6,155900,2004,2004,0
990,1.0,1,0,0,1,0,1,0,1,990,0,0,1,0.0,0,5,126000,1994,1994,1
1258,2.5,0,0,0,0,0,2,0,0,1258,1,0,0,144.0,0,6,145000,1971,2004,0
1040,2.5,0,0,0,1,0,1,1,0,1040,0,0,1,0.0,0,5,133000,1963,1963,0
1459,2.0,0,0,0,0,1,2,0,0,1459,1,0,0,100.0,0,7,192000,2002,2002,1
1251,2.0,0,0,0,1,2,1,0,0,1251,0,0,1,425.0,0,6,160000,1964,1964,1
691,2.5,0,0,0,1,1,2,1,0,1498,0,0,1,0.0,0,6,187500,1995,1996,1
996,2.0,1,0,0,1,0,2,0,1,996,1,0,0,0.0,0,6,147000,1992,1992,0
546,1.5,0,0,0,1,0,1,0,0,1092,0,0,1,0.0,0,4,83500,1973,1973,1
1082,2.5,0,0,0,0,1,3,0,0,1953,1,0,0,0.0,0,8,252000,2005,2006,1
